"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2013년 07월 08일","1,640.5","1,634.2","1,644.7","1,634.2","-","0.53%"
"2013년 07월 05일","1,631.9","1,618.7","1,632.1","1,614.7","-","0.58%"
"2013년 07월 04일","1,622.4","1,609.9","1,624.2","1,609.2","-","0.44%"
"2013년 07월 03일","1,615.4","1,611.5","1,619.0","1,604.6","-","0.08%"
"2013년 07월 02일","1,614.1","1,614.3","1,624.3","1,606.8","-","-0.05%"
"2013년 07월 01일","1,615.0","1,609.8","1,626.6","1,609.8","-","0.54%"
"2013년 06월 28일","1,606.3","1,611.1","1,615.9","1,601.1","-","-0.43%"
"2013년 06월 27일","1,613.2","1,606.4","1,620.1","1,606.4","-","0.62%"
"2013년 06월 26일","1,603.3","1,592.3","1,606.8","1,592.3","-","0.96%"
"2013년 06월 25일","1,588.0","1,577.5","1,593.8","1,577.1","-","0.95%"
"2013년 06월 24일","1,573.1","1,588.8","1,588.8","1,560.3","-","-1.21%"
"2013년 06월 21일","1,592.4","1,588.6","1,599.2","1,577.7","-","0.27%"
"2013년 06월 20일","1,588.2","1,624.6","1,624.6","1,584.3","-","-2.50%"
"2013년 06월 19일","1,628.9","1,651.8","1,652.4","1,628.9","-","-1.39%"
"2013년 06월 18일","1,651.8","1,639.8","1,654.2","1,639.8","-","0.78%"
"2013년 06월 17일","1,639.0","1,630.6","1,646.5","1,630.3","-","0.76%"
"2013년 06월 14일","1,626.7","1,635.5","1,640.8","1,624.0","-","-0.59%"
"2013년 06월 13일","1,636.4","1,612.2","1,639.3","1,608.1","-","1.48%"
"2013년 06월 12일","1,612.5","1,629.9","1,637.7","1,610.9","-","-0.84%"
"2013년 06월 11일","1,626.1","1,638.6","1,640.1","1,622.9","-","-1.02%"
"2013년 06월 10일","1,642.8","1,644.7","1,648.7","1,639.3","-","-0.03%"
"2013년 06월 07일","1,643.4","1,625.3","1,644.4","1,625.3","-","1.28%"
"2013년 06월 06일","1,622.6","1,609.3","1,622.6","1,598.2","-","0.85%"
"2013년 06월 05일","1,608.9","1,629.1","1,629.3","1,607.1","-","-1.38%"
"2013년 06월 04일","1,631.4","1,640.7","1,646.5","1,623.6","-","-0.55%"
"2013년 06월 03일","1,640.4","1,631.7","1,640.4","1,622.7","-","0.59%"
"2013년 05월 31일","1,630.7","1,652.1","1,659.0","1,630.7","-","-1.43%"
"2013년 05월 30일","1,654.4","1,649.1","1,661.9","1,648.6","-","0.37%"
"2013년 05월 29일","1,648.4","1,656.6","1,656.6","1,640.1","-","-0.70%"
"2013년 05월 28일","1,660.1","1,652.6","1,674.2","1,652.6","-","0.46%"
"2013년 05월 27일","1,652.4","1,651.9","1,653.9","1,644.4","-","0.17%"
"2013년 05월 24일","1,649.6","1,646.7","1,649.8","1,636.9","-","-0.06%"
"2013년 05월 23일","1,650.5","1,651.6","1,655.5","1,635.5","-","-0.29%"
"2013년 05월 22일","1,655.3","1,669.4","1,687.2","1,648.9","-","-0.83%"
"2013년 05월 21일","1,669.2","1,666.2","1,674.9","1,662.7","-","0.17%"
"2013년 05월 20일","1,666.3","1,665.7","1,672.8","1,663.5","-","-0.07%"
"2013년 05월 17일","1,667.5","1,652.4","1,667.5","1,652.4","-","1.03%"
"2013년 05월 16일","1,650.5","1,658.1","1,660.5","1,648.6","-","-0.50%"
"2013년 05월 15일","1,658.8","1,649.1","1,661.5","1,646.7","-","0.51%"
"2013년 05월 14일","1,650.3","1,633.8","1,651.1","1,633.8","-","1.01%"
"2013년 05월 13일","1,633.8","1,632.1","1,636.0","1,626.7","-","0.00%"
"2013년 05월 10일","1,633.7","1,626.7","1,633.7","1,623.7","-","0.43%"
"2013년 05월 09일","1,626.7","1,632.7","1,635.0","1,623.1","-","-0.37%"
"2013년 05월 08일","1,632.7","1,625.9","1,632.8","1,622.7","-","0.41%"
"2013년 05월 07일","1,626.0","1,617.6","1,626.0","1,616.6","-","0.52%"
"2013년 05월 06일","1,617.5","1,614.4","1,619.8","1,614.2","-","0.19%"
"2013년 05월 03일","1,614.4","1,597.6","1,618.5","1,597.6","-","1.05%"
"2013년 05월 02일","1,597.6","1,582.8","1,598.6","1,582.8","-","0.94%"
"2013년 05월 01일","1,582.7","1,597.6","1,597.6","1,581.3","-","-0.93%"
"2013년 04월 30일","1,597.6","1,593.6","1,597.6","1,586.5","-","0.25%"
"2013년 04월 29일","1,593.6","1,582.3","1,596.7","1,582.3","-","0.72%"
"2013년 04월 26일","1,582.2","1,585.2","1,585.8","1,577.6","-","-0.18%"
"2013년 04월 25일","1,585.2","1,578.9","1,592.6","1,578.9","-","0.40%"
"2013년 04월 24일","1,578.8","1,578.8","1,583.0","1,575.8","-","0.00%"
"2013년 04월 23일","1,578.8","1,562.5","1,579.6","1,562.5","-","1.04%"
"2013년 04월 22일","1,562.5","1,555.3","1,565.6","1,548.2","-","0.47%"
"2013년 04월 19일","1,555.3","1,541.6","1,555.9","1,539.4","-","0.88%"
"2013년 04월 18일","1,541.6","1,552.0","1,554.4","1,536.0","-","-0.67%"
"2013년 04월 17일","1,552.0","1,574.6","1,574.6","1,543.7","-","-1.43%"
"2013년 04월 16일","1,574.6","1,552.4","1,575.3","1,552.4","-","1.43%"
"2013년 04월 15일","1,552.4","1,588.8","1,588.8","1,552.3","-","-2.30%"
"2013년 04월 12일","1,588.8","1,593.3","1,593.3","1,580.0","-","-0.28%"
"2013년 04월 11일","1,593.4","1,587.7","1,597.3","1,586.2","-","0.36%"
"2013년 04월 10일","1,587.7","1,568.6","1,589.1","1,568.6","-","1.22%"
"2013년 04월 09일","1,568.6","1,563.1","1,573.9","1,560.9","-","0.35%"
"2013년 04월 08일","1,563.1","1,553.3","1,563.1","1,548.6","-","0.63%"
"2013년 04월 05일","1,553.3","1,560.0","1,560.0","1,539.5","-","-0.43%"
"2013년 04월 04일","1,560.0","1,553.7","1,562.6","1,552.5","-","0.40%"
"2013년 04월 03일","1,553.7","1,570.3","1,571.5","1,549.8","-","-1.05%"
"2013년 04월 02일","1,570.3","1,562.2","1,573.7","1,562.2","-","0.52%"
"2013년 04월 01일","1,562.2","1,569.2","1,570.6","1,558.5","-","-0.45%"
"2013년 03월 28일","1,569.2","1,562.9","1,570.3","1,561.1","-","0.41%"
"2013년 03월 27일","1,562.8","1,563.8","1,564.1","1,551.9","-","-0.06%"
"2013년 03월 26일","1,563.8","1,551.7","1,563.9","1,551.7","-","0.78%"
"2013년 03월 25일","1,551.7","1,556.9","1,564.9","1,546.2","-","-0.33%"
"2013년 03월 22일","1,556.9","1,545.9","1,557.7","1,545.9","-","0.72%"
"2013년 03월 21일","1,545.8","1,558.7","1,558.7","1,543.6","-","-0.83%"
"2013년 03월 20일","1,558.7","1,548.3","1,561.6","1,548.3","-","0.67%"
"2013년 03월 19일","1,548.3","1,552.1","1,557.3","1,538.6","-","-0.24%"
"2013년 03월 18일","1,552.1","1,560.7","1,560.7","1,545.1","-","-0.55%"
"2013년 03월 15일","1,560.7","1,563.2","1,563.6","1,555.7","-","-0.16%"
"2013년 03월 14일","1,563.2","1,554.5","1,563.3","1,554.5","-","0.56%"
"2013년 03월 13일","1,554.5","1,552.5","1,556.4","1,548.3","-","0.13%"
"2013년 03월 12일","1,552.5","1,556.2","1,556.8","1,548.2","-","-0.24%"
"2013년 03월 11일","1,556.2","1,551.2","1,556.3","1,547.4","-","0.32%"
"2013년 03월 08일","1,551.2","1,544.3","1,552.5","1,542.9","-","0.45%"
"2013년 03월 07일","1,544.3","1,541.5","1,545.8","1,541.5","-","0.18%"
"2013년 03월 06일","1,541.5","1,539.8","1,545.3","1,538.1","-","0.11%"
"2013년 03월 05일","1,539.8","1,525.2","1,543.5","1,525.2","-","0.96%"
"2013년 03월 04일","1,525.2","1,518.2","1,525.3","1,512.3","-","0.46%"
"2013년 03월 01일","1,518.2","1,514.7","1,520.0","1,501.5","-","0.23%"
"2013년 02월 28일","1,514.7","1,516.0","1,525.3","1,514.5","-","-0.09%"
"2013년 02월 27일","1,516.0","1,496.9","1,520.1","1,494.9","-","1.27%"
"2013년 02월 26일","1,496.9","1,487.8","1,499.0","1,485.0","-","0.61%"
"2013년 02월 25일","1,487.8","1,515.6","1,525.8","1,487.8","-","-1.83%"
"2013년 02월 22일","1,515.6","1,502.4","1,515.6","1,502.4","-","0.88%"
"2013년 02월 21일","1,502.4","1,511.9","1,511.9","1,497.3","-","-0.63%"
"2013년 02월 20일","1,511.9","1,530.9","1,530.9","1,511.4","-","-1.24%"
"2013년 02월 19일","1,530.9","1,519.8","1,530.9","1,519.8","-","0.73%"
"2013년 02월 15일","1,519.8","1,521.4","1,524.2","1,514.1","-","-0.10%"
"2013년 02월 14일","1,521.4","1,520.3","1,523.1","1,514.0","-","0.07%"
"2013년 02월 13일","1,520.3","1,519.4","1,524.7","1,515.9","-","0.06%"
"2013년 02월 12일","1,519.4","1,517.0","1,522.3","1,515.6","-","0.16%"
"2013년 02월 11일","1,517.0","1,517.9","1,518.3","1,513.6","-","-0.06%"
"2013년 02월 08일","1,517.9","1,509.4","1,518.3","1,509.4","-","0.57%"
"2013년 02월 07일","1,509.4","1,512.1","1,512.9","1,498.5","-","-0.18%"
"2013년 02월 06일","1,512.1","1,511.3","1,512.5","1,504.7","-","0.05%"
"2013년 02월 05일","1,511.3","1,495.7","1,515.0","1,495.7","-","1.04%"
"2013년 02월 04일","1,495.7","1,513.2","1,513.2","1,495.0","-","-1.15%"
"2013년 02월 01일","1,513.2","1,498.1","1,514.4","1,498.1","-","1.01%"
"2013년 01월 31일","1,498.1","1,502.0","1,504.2","1,496.8","-","-0.26%"
"2013년 01월 30일","1,502.0","1,507.8","1,509.9","1,500.1","-","-0.39%"
"2013년 01월 29일","1,507.8","1,500.2","1,509.3","1,498.1","-","0.51%"
"2013년 01월 28일","1,500.2","1,503.0","1,503.2","1,496.3","-","-0.18%"
"2013년 01월 25일","1,503.0","1,494.8","1,503.3","1,494.8","-","0.54%"
"2013년 01월 24일","1,494.8","1,494.8","1,502.3","1,489.5","-","0.00%"
"2013년 01월 23일","1,494.8","1,492.6","1,496.1","1,489.9","-","0.15%"
"2013년 01월 22일","1,492.6","1,486.0","1,492.6","1,481.2","-","0.44%"
"2013년 01월 18일","1,486.0","1,480.9","1,486.0","1,475.8","-","0.34%"
"2013년 01월 17일","1,480.9","1,472.6","1,485.2","1,472.6","-","0.56%"
"2013년 01월 16일","1,472.6","1,472.3","1,474.0","1,467.6","-","0.02%"
"2013년 01월 15일","1,472.3","1,470.7","1,473.3","1,463.8","-","0.11%"
"2013년 01월 14일","1,470.7","1,472.1","1,472.1","1,465.7","-","-0.09%"
"2013년 01월 11일","1,472.1","1,472.1","1,472.8","1,467.6","-","-0.00%"
"2013년 01월 10일","1,472.1","1,464.6","1,472.3","1,461.0","-","0.76%"
"2013년 01월 09일","1,461.0","1,457.2","1,464.7","1,457.2","-","0.27%"
"2013년 01월 08일","1,457.2","1,461.9","1,461.9","1,451.6","-","-0.32%"
"2013년 01월 07일","1,461.9","1,466.5","1,466.5","1,456.6","-","-0.31%"
"2013년 01월 04일","1,466.5","1,459.4","1,467.9","1,459.0","-","0.49%"
"2013년 01월 03일","1,459.4","1,462.4","1,465.5","1,455.5","-","-0.21%"
"2013년 01월 02일","1,462.4","1,426.2","1,462.4","1,426.2","-","2.54%"
"2012년 12월 31일","1,426.2","1,402.4","1,426.7","1,398.1","-","1.69%"
"2012년 12월 28일","1,402.4","1,418.1","1,418.1","1,401.6","-","-1.10%"
"2012년 12월 27일","1,418.1","1,419.8","1,422.8","1,401.8","-","-0.12%"
"2012년 12월 26일","1,419.8","1,426.7","1,429.4","1,416.4","-","-0.48%"
"2012년 12월 24일","1,426.7","1,430.2","1,430.2","1,424.7","-","-0.24%"
"2012년 12월 21일","1,430.2","1,443.7","1,443.7","1,422.6","-","-0.94%"
"2012년 12월 20일","1,443.7","1,435.8","1,443.7","1,432.8","-","0.55%"
"2012년 12월 19일","1,435.8","1,446.8","1,447.8","1,435.8","-","-0.76%"
"2012년 12월 18일","1,446.8","1,430.5","1,448.0","1,430.5","-","1.15%"
"2012년 12월 17일","1,430.4","1,413.5","1,430.7","1,413.5","-","1.19%"
"2012년 12월 14일","1,413.6","1,419.4","1,419.4","1,411.9","-","-0.41%"
"2012년 12월 13일","1,419.4","1,428.5","1,431.4","1,416.0","-","-0.63%"
"2012년 12월 12일","1,428.5","1,427.8","1,438.6","1,426.8","-","0.04%"
"2012년 12월 11일","1,427.8","1,418.6","1,434.3","1,418.6","-","0.65%"
"2012년 12월 10일","1,418.6","1,418.1","1,421.6","1,415.6","-","0.03%"
"2012년 12월 07일","1,418.1","1,413.9","1,420.3","1,410.9","-","0.29%"
"2012년 12월 06일","1,413.9","1,409.4","1,413.9","1,405.9","-","0.33%"
"2012년 12월 05일","1,409.3","1,407.1","1,415.6","1,398.2","-","0.16%"
"2012년 12월 04일","1,407.1","1,409.5","1,413.1","1,403.7","-","-0.17%"
"2012년 12월 03일","1,409.5","1,416.3","1,423.7","1,408.5","-","-0.47%"
"2012년 11월 30일","1,416.2","1,415.9","1,418.9","1,411.6","-","0.02%"
"2012년 11월 29일","1,415.9","1,410.0","1,419.7","1,409.0","-","0.43%"
"2012년 11월 28일","1,409.9","1,398.8","1,410.3","1,385.4","-","0.79%"
"2012년 11월 27일","1,398.9","1,406.3","1,409.0","1,398.0","-","-0.52%"
"2012년 11월 26일","1,406.3","1,409.2","1,409.2","1,397.7","-","-0.20%"
"2012년 11월 23일","1,409.2","1,391.0","1,409.2","1,391.0","-","1.30%"
"2012년 11월 21일","1,391.0","1,387.8","1,391.3","1,386.4","-","0.23%"
"2012년 11월 20일","1,387.8","1,386.8","1,389.8","1,377.0","-","0.07%"
"2012년 11월 19일","1,386.9","1,359.9","1,386.9","1,359.9","-","1.99%"
"2012년 11월 16일","1,359.9","1,353.4","1,362.0","1,343.3","-","0.48%"
"2012년 11월 15일","1,353.3","1,355.4","1,360.6","1,348.1","-","-0.16%"
"2012년 11월 14일","1,355.5","1,374.6","1,380.1","1,352.5","-","-1.39%"
"2012년 11월 13일","1,374.5","1,380.0","1,388.8","1,371.4","-","-0.40%"
"2012년 11월 12일","1,380.0","1,379.9","1,384.9","1,377.2","-","0.01%"
"2012년 11월 09일","1,379.8","1,377.6","1,391.4","1,373.0","-","0.17%"
"2012년 11월 08일","1,377.5","1,394.5","1,401.2","1,377.5","-","-1.22%"
"2012년 11월 07일","1,394.5","1,428.3","1,428.3","1,388.1","-","-2.37%"
"2012년 11월 06일","1,428.4","1,417.3","1,433.4","1,417.3","-","0.79%"
"2012년 11월 05일","1,417.3","1,414.0","1,419.9","1,408.1","-","0.22%"
"2012년 11월 02일","1,414.2","1,427.6","1,434.3","1,412.9","-","-0.94%"
"2012년 11월 01일","1,427.6","1,412.2","1,428.3","1,412.2","-","1.09%"
"2012년 10월 31일","1,412.2","1,411.0","1,418.8","1,405.9","-","0.33%"
"2012년 10월 30일","1,407.5","1,399.3","1,412.3","1,393.0","-","0.00%"
"2012년 10월 29일","1,407.5","1,406.3","1,407.0","1,397.0","-","-0.31%"
"2012년 10월 26일","1,411.9","1,413.0","1,417.1","1,403.3","-","-0.07%"
"2012년 10월 25일","1,413.0","1,409.7","1,421.1","1,405.1","-","0.30%"
"2012년 10월 24일","1,408.8","1,413.2","1,420.0","1,407.1","-","-0.31%"
"2012년 10월 23일","1,413.1","1,433.7","1,433.7","1,407.6","-","-1.44%"
"2012년 10월 22일","1,433.8","1,433.2","1,435.5","1,422.1","-","0.04%"
"2012년 10월 19일","1,433.2","1,457.3","1,457.3","1,429.8","-","-1.66%"
"2012년 10월 18일","1,457.3","1,460.9","1,464.0","1,452.6","-","-0.24%"
"2012년 10월 17일","1,460.9","1,454.2","1,462.2","1,453.3","-","0.41%"
"2012년 10월 16일","1,454.9","1,440.3","1,455.5","1,440.3","-","1.03%"
"2012년 10월 15일","1,440.1","1,428.8","1,441.3","1,427.2","-","0.81%"
"2012년 10월 12일","1,428.6","1,432.8","1,438.4","1,425.5","-","-0.30%"
"2012년 10월 11일","1,432.8","1,432.8","1,443.9","1,432.8","-","0.02%"
"2012년 10월 10일","1,432.6","1,441.5","1,442.5","1,430.6","-","-0.62%"
"2012년 10월 09일","1,441.5","1,455.9","1,455.9","1,441.2","-","-0.99%"
"2012년 10월 08일","1,455.9","1,460.9","1,460.9","1,453.1","-","-0.35%"
"2012년 10월 05일","1,460.9","1,461.4","1,471.0","1,456.9","-","-0.03%"
"2012년 10월 04일","1,461.4","1,451.1","1,463.1","1,451.1","-","0.72%"
"2012년 10월 03일","1,451.0","1,446.1","1,454.3","1,442.0","-","0.36%"
"2012년 10월 02일","1,445.8","1,445.0","1,451.5","1,439.0","-","0.09%"
"2012년 10월 01일","1,444.5","1,440.9","1,457.1","1,440.9","-","0.27%"
"2012년 09월 28일","1,440.7","1,447.1","1,447.1","1,435.6","-","-0.45%"
"2012년 09월 27일","1,447.2","1,433.4","1,450.2","1,433.4","-","0.96%"
"2012년 09월 26일","1,433.3","1,441.6","1,441.6","1,430.5","-","-0.57%"
"2012년 09월 25일","1,441.6","1,456.9","1,463.2","1,441.6","-","-1.05%"
"2012년 09월 24일","1,456.9","1,459.8","1,460.7","1,452.1","-","-0.22%"
"2012년 09월 21일","1,460.2","1,460.3","1,467.1","1,459.5","-","-0.01%"
"2012년 09월 20일","1,460.3","1,461.1","1,461.2","1,450.0","-","-0.05%"
"2012년 09월 19일","1,461.1","1,459.5","1,465.2","1,457.9","-","0.12%"
"2012년 09월 18일","1,459.3","1,461.2","1,461.5","1,456.1","-","-0.13%"
"2012년 09월 17일","1,461.2","1,465.4","1,465.6","1,457.6","-","-0.31%"
"2012년 09월 14일","1,465.8","1,460.1","1,474.5","1,460.1","-","0.40%"
"2012년 09월 13일","1,460.0","1,436.6","1,463.8","1,435.3","-","1.63%"
"2012년 09월 12일","1,436.6","1,433.6","1,439.2","1,433.0","-","0.21%"
"2012년 09월 11일","1,433.6","1,429.1","1,437.8","1,429.1","-","0.31%"
"2012년 09월 10일","1,429.1","1,437.9","1,438.7","1,429.0","-","-0.61%"
"2012년 09월 07일","1,437.9","1,432.1","1,437.9","1,431.4","-","0.40%"
"2012년 09월 06일","1,432.1","1,403.4","1,432.1","1,403.4","-","2.04%"
"2012년 09월 05일","1,403.4","1,404.9","1,408.8","1,401.3","-","-0.11%"
"2012년 09월 04일","1,404.9","1,406.5","1,409.3","1,396.6","-","-0.12%"
"2012년 08월 31일","1,406.6","1,400.1","1,413.1","1,399.0","-","0.51%"
"2012년 08월 30일","1,399.5","1,410.1","1,410.1","1,397.0","-","-0.78%"
"2012년 08월 29일","1,410.5","1,409.3","1,413.9","1,406.6","-","0.08%"
"2012년 08월 28일","1,409.3","1,410.4","1,413.6","1,405.6","-","-0.08%"
"2012년 08월 27일","1,410.4","1,411.1","1,416.2","1,409.1","-","-0.05%"
"2012년 08월 24일","1,411.1","1,402.0","1,413.5","1,398.0","-","0.65%"
"2012년 08월 23일","1,402.1","1,413.5","1,413.5","1,400.5","-","-0.81%"
"2012년 08월 22일","1,413.5","1,413.1","1,416.1","1,406.8","-","0.02%"
"2012년 08월 21일","1,413.2","1,418.1","1,426.7","1,410.9","-","-0.35%"
"2012년 08월 20일","1,418.1","1,417.8","1,418.1","1,412.1","-","0.00%"
"2012년 08월 17일","1,418.2","1,415.8","1,418.7","1,414.7","-","0.19%"
"2012년 08월 16일","1,415.5","1,406.6","1,417.4","1,404.2","-","0.71%"
"2012년 08월 15일","1,405.5","1,403.9","1,407.7","1,401.8","-","0.11%"
"2012년 08월 14일","1,403.9","1,404.4","1,410.0","1,400.6","-","-0.01%"
"2012년 08월 13일","1,404.1","1,405.9","1,405.9","1,397.3","-","-0.13%"
"2012년 08월 10일","1,405.9","1,402.6","1,406.0","1,395.6","-","0.22%"
"2012년 08월 09일","1,402.8","1,402.3","1,405.9","1,398.8","-","0.04%"
"2012년 08월 08일","1,402.2","1,401.2","1,404.1","1,396.1","-","0.06%"
"2012년 08월 07일","1,401.3","1,394.5","1,407.1","1,394.5","-","0.51%"
"2012년 08월 06일","1,394.2","1,391.0","1,399.6","1,391.0","-","0.23%"
"2012년 08월 03일","1,391.0","1,365.4","1,394.2","1,365.4","-","1.90%"
"2012년 08월 02일","1,365.0","1,375.1","1,375.1","1,354.7","-","-0.74%"
"2012년 08월 01일","1,375.1","1,379.3","1,385.0","1,373.3","-","-0.30%"
"2012년 07월 31일","1,379.3","1,385.3","1,387.2","1,379.2","-","-0.43%"
"2012년 07월 30일","1,385.3","1,385.9","1,391.7","1,381.4","-","-0.05%"
"2012년 07월 27일","1,386.0","1,360.1","1,389.2","1,360.1","-","1.91%"
"2012년 07월 26일","1,360.0","1,338.2","1,363.1","1,338.2","-","1.65%"
"2012년 07월 25일","1,337.9","1,338.3","1,344.0","1,331.5","-","-0.03%"
"2012년 07월 24일","1,338.3","1,350.5","1,351.5","1,329.2","-","-0.90%"
"2012년 07월 23일","1,350.5","1,362.3","1,362.3","1,337.6","-","-0.89%"
"2012년 07월 20일","1,362.7","1,376.5","1,376.5","1,362.2","-","-1.01%"
"2012년 07월 19일","1,376.5","1,373.0","1,380.4","1,371.2","-","0.27%"
"2012년 07월 18일","1,372.8","1,363.6","1,375.3","1,359.0","-","0.67%"
"2012년 07월 17일","1,363.7","1,353.7","1,365.4","1,345.1","-","0.74%"
"2012년 07월 16일","1,353.6","1,356.5","1,357.3","1,348.5","-","-0.23%"
"2012년 07월 13일","1,356.8","1,334.8","1,357.7","1,334.8","-","1.65%"
"2012년 07월 12일","1,334.8","1,341.3","1,341.3","1,325.4","-","-0.50%"
"2012년 07월 11일","1,341.4","1,341.4","1,345.0","1,333.3","-","0.00%"
"2012년 07월 10일","1,341.5","1,353.0","1,361.5","1,336.3","-","-0.81%"
"2012년 07월 09일","1,352.5","1,354.7","1,354.9","1,346.7","-","-0.16%"
"2012년 07월 06일","1,354.7","1,367.1","1,367.1","1,348.0","-","-0.94%"
"2012년 07월 05일","1,367.6","1,373.7","1,373.8","1,363.0","-","-0.47%"
"2012년 07월 03일","1,374.0","1,365.8","1,374.8","1,363.5","-","0.62%"
"2012년 07월 02일","1,365.5","1,362.3","1,366.3","1,355.7","-","0.25%"
"2012년 06월 29일","1,362.2","1,330.1","1,362.2","1,330.1","-","2.49%"
"2012년 06월 28일","1,329.0","1,331.5","1,331.5","1,313.3","-","-0.21%"
"2012년 06월 27일","1,331.8","1,320.7","1,334.4","1,320.7","-","0.90%"
"2012년 06월 26일","1,320.0","1,314.1","1,324.2","1,310.3","-","0.48%"
"2012년 06월 25일","1,313.7","1,334.9","1,334.9","1,309.3","-","-1.60%"
"2012년 06월 22일","1,335.0","1,325.9","1,337.8","1,325.9","-","0.72%"
"2012년 06월 21일","1,325.5","1,355.4","1,358.3","1,324.4","-","-2.23%"
"2012년 06월 20일","1,355.7","1,358.0","1,361.6","1,346.4","-","-0.17%"
"2012년 06월 19일","1,358.0","1,344.8","1,363.5","1,344.8","-","0.98%"
"2012년 06월 18일","1,344.8","1,342.4","1,348.2","1,334.5","-","0.14%"
"2012년 06월 15일","1,342.8","1,329.2","1,343.3","1,329.2","-","1.03%"
"2012년 06월 14일","1,329.1","1,314.9","1,333.7","1,314.1","-","1.08%"
"2012년 06월 13일","1,314.9","1,324.0","1,327.3","1,310.5","-","-0.70%"
"2012년 06월 12일","1,324.2","1,309.4","1,324.3","1,306.6","-","1.17%"
"2012년 06월 11일","1,308.9","1,325.7","1,335.5","1,307.7","-","-1.26%"
"2012년 06월 08일","1,325.7","1,315.0","1,325.8","1,307.8","-","0.81%"
"2012년 06월 07일","1,315.0","1,316.2","1,329.1","1,312.7","-","-0.01%"
"2012년 06월 06일","1,315.1","1,285.6","1,315.1","1,285.6","-","2.30%"
"2012년 06월 05일","1,285.5","1,277.8","1,287.6","1,274.2","-","0.57%"
"2012년 06월 04일","1,278.2","1,278.3","1,282.6","1,266.7","-","0.01%"
"2012년 06월 01일","1,278.0","1,309.9","1,309.9","1,277.3","-","-2.46%"
"2012년 05월 31일","1,310.3","1,313.1","1,319.7","1,298.9","-","-0.23%"
"2012년 05월 30일","1,313.3","1,331.3","1,331.3","1,310.8","-","-1.43%"
"2012년 05월 29일","1,332.4","1,318.9","1,334.9","1,318.9","-","1.11%"
"2012년 05월 25일","1,317.8","1,320.8","1,324.2","1,314.2","-","-0.22%"
"2012년 05월 24일","1,320.7","1,318.7","1,324.1","1,310.5","-","0.14%"
"2012년 05월 23일","1,318.9","1,316.0","1,320.7","1,296.5","-","0.17%"
"2012년 05월 22일","1,316.6","1,316.1","1,328.5","1,310.0","-","0.05%"
"2012년 05월 21일","1,316.0","1,295.7","1,316.4","1,295.7","-","1.60%"
"2012년 05월 18일","1,295.2","1,305.1","1,312.2","1,292.0","-","-0.74%"
"2012년 05월 17일","1,304.9","1,324.8","1,326.4","1,304.9","-","-1.51%"
"2012년 05월 16일","1,324.8","1,330.8","1,341.8","1,324.8","-","-0.44%"
"2012년 05월 15일","1,330.7","1,338.4","1,344.9","1,328.4","-","-0.57%"
"2012년 05월 14일","1,338.3","1,351.9","1,351.9","1,336.6","-","-1.11%"
"2012년 05월 11일","1,353.4","1,358.1","1,365.7","1,348.9","-","-0.34%"
"2012년 05월 10일","1,358.0","1,354.6","1,365.9","1,354.6","-","0.25%"
"2012년 05월 09일","1,354.6","1,363.2","1,363.7","1,343.1","-","-0.67%"
"2012년 05월 08일","1,363.7","1,369.2","1,369.2","1,347.8","-","-0.43%"
"2012년 05월 07일","1,369.6","1,368.8","1,373.9","1,363.9","-","0.04%"
"2012년 05월 04일","1,369.1","1,391.5","1,391.5","1,368.0","-","-1.61%"
"2012년 05월 03일","1,391.6","1,402.3","1,403.1","1,388.7","-","-0.77%"
"2012년 05월 02일","1,402.3","1,405.5","1,405.5","1,393.9","-","-0.25%"
"2012년 05월 01일","1,405.8","1,397.9","1,415.3","1,395.7","-","0.57%"
"2012년 04월 30일","1,397.9","1,403.3","1,403.3","1,394.0","-","-0.39%"
"2012년 04월 27일","1,403.4","1,400.2","1,406.6","1,397.3","-","0.24%"
"2012년 04월 26일","1,400.0","1,390.6","1,402.1","1,387.3","-","0.67%"
"2012년 04월 25일","1,390.7","1,372.1","1,391.4","1,372.1","-","1.36%"
"2012년 04월 24일","1,372.0","1,367.0","1,375.6","1,366.8","-","0.37%"
"2012년 04월 23일","1,366.9","1,378.5","1,378.5","1,358.8","-","-0.84%"
"2012년 04월 20일","1,378.5","1,377.0","1,387.4","1,377.0","-","0.12%"
"2012년 04월 19일","1,376.9","1,385.1","1,390.5","1,370.3","-","-0.59%"
"2012년 04월 18일","1,385.1","1,390.8","1,390.8","1,383.3","-","-0.41%"
"2012년 04월 17일","1,390.8","1,369.6","1,392.8","1,369.6","-","1.55%"
"2012년 04월 16일","1,369.6","1,370.3","1,379.7","1,365.4","-","-0.05%"
"2012년 04월 13일","1,370.3","1,387.6","1,387.6","1,369.8","-","-1.25%"
"2012년 04월 12일","1,387.6","1,368.8","1,388.1","1,368.8","-","1.38%"
"2012년 04월 11일","1,368.7","1,359.0","1,374.7","1,359.0","-","0.74%"
"2012년 04월 10일","1,358.6","1,382.2","1,383.0","1,357.4","-","-1.71%"
"2012년 04월 09일","1,382.2","1,397.4","1,397.4","1,378.2","-","-0.58%"
"2012년 04월 06일","1,390.3","1,390.5","1,394.8","1,372.0","-","-0.56%"
"2012년 04월 05일","1,398.1","1,398.8","1,401.6","1,392.9","-","-0.06%"
"2012년 04월 04일","1,399.0","1,413.1","1,413.1","1,394.1","-","-1.02%"
"2012년 04월 03일","1,413.4","1,419.0","1,419.0","1,404.6","-","-0.40%"
