"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2012년 04월 02일","1,419.0","1,408.5","1,422.4","1,404.5","-","0.75%"
"2012년 03월 30일","1,408.5","1,403.3","1,410.9","1,401.4","-","0.37%"
"2012년 03월 29일","1,403.3","1,405.4","1,405.4","1,391.6","-","-0.16%"
"2012년 03월 28일","1,405.5","1,412.5","1,413.7","1,397.2","-","-0.49%"
"2012년 03월 27일","1,412.5","1,416.6","1,419.2","1,411.9","-","-0.28%"
"2012년 03월 26일","1,416.5","1,397.1","1,416.6","1,397.1","-","1.39%"
"2012년 03월 23일","1,397.1","1,392.8","1,399.2","1,386.9","-","0.31%"
"2012년 03월 22일","1,392.8","1,402.9","1,402.9","1,388.7","-","-0.72%"
"2012년 03월 21일","1,402.9","1,405.5","1,407.8","1,400.6","-","-0.19%"
"2012년 03월 20일","1,405.5","1,409.6","1,409.6","1,397.7","-","-0.30%"
"2012년 03월 19일","1,409.8","1,404.2","1,414.0","1,402.4","-","0.40%"
"2012년 03월 16일","1,404.2","1,402.6","1,405.9","1,401.5","-","0.11%"
"2012년 03월 15일","1,402.6","1,394.2","1,402.6","1,392.8","-","0.60%"
"2012년 03월 14일","1,394.3","1,395.9","1,399.4","1,390.0","-","-0.12%"
"2012년 03월 13일","1,395.9","1,371.9","1,396.1","1,371.9","-","1.81%"
"2012년 03월 12일","1,371.1","1,370.8","1,373.0","1,366.7","-","0.02%"
"2012년 03월 09일","1,370.9","1,366.0","1,374.8","1,366.0","-","0.36%"
"2012년 03월 08일","1,365.9","1,352.7","1,368.7","1,352.7","-","0.98%"
"2012년 03월 07일","1,352.6","1,343.4","1,354.8","1,343.4","-","0.69%"
"2012년 03월 06일","1,343.4","1,363.6","1,363.6","1,340.0","-","-1.54%"
"2012년 03월 05일","1,364.3","1,369.6","1,369.6","1,359.1","-","-0.39%"
"2012년 03월 02일","1,369.6","1,374.1","1,374.5","1,366.4","-","-0.32%"
"2012년 03월 01일","1,374.1","1,365.9","1,376.2","1,365.9","-","0.62%"
"2012년 02월 29일","1,365.7","1,372.2","1,378.0","1,363.8","-","-0.47%"
"2012년 02월 28일","1,372.2","1,367.6","1,373.1","1,366.0","-","0.34%"
"2012년 02월 27일","1,367.6","1,365.2","1,371.9","1,354.9","-","0.14%"
"2012년 02월 24일","1,365.7","1,363.5","1,368.9","1,363.5","-","0.17%"
"2012년 02월 23일","1,363.5","1,357.5","1,364.2","1,352.3","-","0.43%"
"2012년 02월 22일","1,357.7","1,362.1","1,362.7","1,355.5","-","-0.33%"
"2012년 02월 21일","1,362.2","1,361.2","1,367.8","1,358.1","-","0.07%"
"2012년 02월 17일","1,361.2","1,358.1","1,363.4","1,357.2","-","0.23%"
"2012년 02월 16일","1,358.0","1,342.6","1,359.0","1,341.2","-","1.10%"
"2012년 02월 15일","1,343.2","1,350.5","1,355.9","1,340.8","-","-0.54%"
"2012년 02월 14일","1,350.5","1,351.3","1,351.3","1,340.8","-","-0.09%"
"2012년 02월 13일","1,351.8","1,343.1","1,353.3","1,343.1","-","0.68%"
"2012년 02월 10일","1,342.6","1,351.2","1,351.2","1,337.3","-","-0.69%"
"2012년 02월 09일","1,351.9","1,350.0","1,354.3","1,344.6","-","0.15%"
"2012년 02월 08일","1,350.0","1,347.0","1,351.0","1,341.9","-","0.22%"
"2012년 02월 07일","1,347.1","1,344.3","1,349.2","1,335.9","-","0.20%"
"2012년 02월 06일","1,344.3","1,344.3","1,344.4","1,337.5","-","-0.04%"
"2012년 02월 03일","1,344.9","1,326.2","1,345.3","1,326.2","-","1.46%"
"2012년 02월 02일","1,325.5","1,324.2","1,329.2","1,321.6","-","0.11%"
"2012년 02월 01일","1,324.1","1,312.4","1,330.5","1,312.4","-","0.89%"
"2012년 01월 31일","1,312.4","1,313.5","1,321.4","1,306.7","-","-0.05%"
"2012년 01월 30일","1,313.0","1,316.2","1,316.2","1,300.5","-","-0.25%"
"2012년 01월 27일","1,316.3","1,318.3","1,320.1","1,311.7","-","-0.16%"
"2012년 01월 26일","1,318.4","1,326.3","1,333.5","1,313.6","-","-0.57%"
"2012년 01월 25일","1,326.1","1,314.4","1,328.3","1,307.7","-","0.87%"
"2012년 01월 24일","1,314.7","1,316.0","1,316.0","1,306.1","-","-0.10%"
"2012년 01월 23일","1,316.0","1,315.3","1,322.3","1,309.9","-","0.05%"
"2012년 01월 20일","1,315.4","1,314.5","1,315.4","1,309.2","-","0.07%"
"2012년 01월 19일","1,314.5","1,308.1","1,315.5","1,308.1","-","0.49%"
"2012년 01월 18일","1,308.0","1,293.7","1,308.1","1,291.0","-","1.11%"
"2012년 01월 17일","1,293.7","1,290.2","1,303.0","1,290.2","-","0.36%"
"2012년 01월 13일","1,289.1","1,294.8","1,294.8","1,277.6","-","-0.49%"
"2012년 01월 12일","1,295.5","1,292.5","1,296.8","1,285.8","-","0.23%"
"2012년 01월 11일","1,292.5","1,292.0","1,293.8","1,285.4","-","0.03%"
"2012년 01월 10일","1,292.1","1,280.8","1,296.5","1,280.8","-","0.89%"
"2012년 01월 09일","1,280.7","1,277.8","1,282.0","1,274.6","-","0.23%"
"2012년 01월 06일","1,277.8","1,280.9","1,281.8","1,273.3","-","-0.25%"
"2012년 01월 05일","1,281.1","1,277.3","1,283.1","1,265.3","-","0.29%"
"2012년 01월 04일","1,277.3","1,277.0","1,278.7","1,268.1","-","0.02%"
"2012년 01월 03일","1,277.1","1,258.9","1,284.6","1,258.9","-","1.55%"
"2011년 12월 30일","1,257.6","1,262.8","1,264.1","1,257.5","-","-0.43%"
"2011년 12월 29일","1,263.0","1,249.8","1,263.5","1,249.8","-","1.07%"
"2011년 12월 28일","1,249.6","1,265.4","1,265.8","1,248.6","-","-1.25%"
"2011년 12월 27일","1,265.4","1,265.0","1,269.4","1,262.3","-","0.01%"
"2011년 12월 23일","1,265.3","1,254.0","1,265.4","1,254.0","-","0.90%"
"2011년 12월 22일","1,254.0","1,243.7","1,255.2","1,243.7","-","0.83%"
"2011년 12월 21일","1,243.7","1,241.3","1,245.1","1,229.5","-","0.19%"
"2011년 12월 20일","1,241.3","1,205.7","1,242.8","1,205.7","-","2.98%"
"2011년 12월 19일","1,205.3","1,219.7","1,224.6","1,202.4","-","-1.17%"
"2011년 12월 16일","1,219.7","1,216.1","1,231.0","1,215.2","-","0.32%"
"2011년 12월 15일","1,215.8","1,212.1","1,225.6","1,212.1","-","0.32%"
"2011년 12월 14일","1,211.8","1,225.7","1,225.7","1,209.5","-","-1.13%"
"2011년 12월 13일","1,225.7","1,236.8","1,249.9","1,219.4","-","-0.87%"
"2011년 12월 12일","1,236.5","1,255.1","1,255.1","1,227.3","-","-1.49%"
"2011년 12월 09일","1,255.2","1,234.5","1,258.3","1,234.5","-","1.69%"
"2011년 12월 08일","1,234.3","1,260.9","1,260.9","1,231.5","-","-2.11%"
"2011년 12월 07일","1,261.0","1,258.1","1,267.1","1,244.8","-","0.20%"
"2011년 12월 06일","1,258.5","1,257.2","1,266.0","1,253.0","-","0.11%"
"2011년 12월 05일","1,257.1","1,244.3","1,266.7","1,244.3","-","1.03%"
"2011년 12월 02일","1,244.3","1,246.0","1,260.1","1,243.3","-","-0.02%"
"2011년 12월 01일","1,244.6","1,246.9","1,251.1","1,239.7","-","-0.19%"
"2011년 11월 30일","1,247.0","1,196.7","1,247.1","1,196.7","-","4.33%"
"2011년 11월 29일","1,195.2","1,192.6","1,203.7","1,191.8","-","0.22%"
"2011년 11월 28일","1,192.6","1,158.7","1,197.3","1,158.7","-","2.92%"
"2011년 11월 25일","1,158.7","1,161.4","1,172.7","1,158.7","-","-0.27%"
"2011년 11월 23일","1,161.8","1,187.5","1,187.5","1,161.8","-","-2.21%"
"2011년 11월 22일","1,188.0","1,193.0","1,196.8","1,181.7","-","-0.41%"
"2011년 11월 21일","1,193.0","1,215.6","1,215.6","1,183.2","-","-1.86%"
"2011년 11월 18일","1,215.7","1,216.2","1,223.5","1,211.4","-","-0.04%"
"2011년 11월 17일","1,216.1","1,236.6","1,237.7","1,209.4","-","-1.68%"
"2011년 11월 16일","1,236.9","1,257.8","1,259.6","1,235.7","-","-1.66%"
"2011년 11월 15일","1,257.8","1,251.7","1,264.3","1,244.3","-","0.48%"
"2011년 11월 14일","1,251.8","1,263.8","1,263.8","1,246.7","-","-0.96%"
"2011년 11월 11일","1,263.8","1,240.1","1,267.0","1,240.1","-","1.95%"
"2011년 11월 10일","1,239.7","1,229.6","1,246.2","1,227.7","-","0.86%"
"2011년 11월 09일","1,229.1","1,275.2","1,275.2","1,226.6","-","-3.67%"
"2011년 11월 08일","1,275.9","1,261.1","1,277.6","1,255.0","-","1.17%"
"2011년 11월 07일","1,261.1","1,253.2","1,261.7","1,240.8","-","0.63%"
"2011년 11월 04일","1,253.2","1,260.8","1,260.8","1,238.9","-","-0.63%"
"2011년 11월 03일","1,261.2","1,238.3","1,263.2","1,234.8","-","1.88%"
"2011년 11월 02일","1,237.9","1,219.6","1,242.5","1,219.6","-","1.61%"
"2011년 11월 01일","1,218.3","1,251.0","1,251.0","1,215.4","-","-2.79%"
"2011년 10월 31일","1,253.3","1,285.0","1,285.0","1,253.2","-","-2.47%"
"2011년 10월 28일","1,285.1","1,284.4","1,287.1","1,277.0","-","0.04%"
"2011년 10월 27일","1,284.6","1,244.0","1,292.7","1,244.0","-","3.43%"
"2011년 10월 26일","1,242.0","1,229.2","1,246.3","1,221.1","-","1.05%"
"2011년 10월 25일","1,229.1","1,254.2","1,254.2","1,226.8","-","-2.00%"
"2011년 10월 24일","1,254.2","1,238.7","1,256.6","1,238.7","-","1.29%"
"2011년 10월 21일","1,238.3","1,215.4","1,239.0","1,215.4","-","1.88%"
"2011년 10월 20일","1,215.4","1,211.1","1,219.5","1,197.3","-","0.46%"
"2011년 10월 19일","1,209.9","1,223.5","1,229.6","1,206.3","-","-1.26%"
"2011년 10월 18일","1,225.4","1,200.8","1,233.1","1,191.5","-","2.04%"
"2011년 10월 17일","1,200.9","1,224.5","1,224.5","1,198.6","-","-1.94%"
"2011년 10월 14일","1,224.6","1,205.7","1,224.6","1,205.7","-","1.74%"
"2011년 10월 13일","1,203.7","1,207.0","1,207.5","1,190.6","-","-0.30%"
"2011년 10월 12일","1,207.3","1,196.2","1,220.3","1,196.2","-","0.98%"
"2011년 10월 11일","1,195.5","1,194.6","1,199.2","1,187.3","-","0.05%"
"2011년 10월 10일","1,194.9","1,158.2","1,194.9","1,158.2","-","3.41%"
"2011년 10월 07일","1,155.5","1,165.0","1,171.4","1,150.3","-","-0.82%"
"2011년 10월 06일","1,165.0","1,144.1","1,165.6","1,134.9","-","1.83%"
"2011년 10월 05일","1,144.0","1,124.0","1,146.1","1,115.7","-","1.79%"
"2011년 10월 04일","1,123.9","1,097.4","1,125.1","1,074.8","-","2.25%"
"2011년 10월 03일","1,099.2","1,131.2","1,139.0","1,098.9","-","-2.85%"
"2011년 09월 30일","1,131.4","1,159.9","1,159.9","1,131.3","-","-2.50%"
"2011년 09월 29일","1,160.4","1,151.7","1,175.9","1,139.9","-","0.81%"
"2011년 09월 28일","1,151.1","1,175.4","1,184.7","1,150.4","-","-2.07%"
"2011년 09월 27일","1,175.4","1,163.3","1,195.9","1,163.3","-","1.07%"
"2011년 09월 26일","1,162.9","1,136.9","1,164.2","1,131.1","-","2.33%"
"2011년 09월 23일","1,136.4","1,128.8","1,141.7","1,121.4","-","0.61%"
"2011년 09월 22일","1,129.6","1,164.6","1,164.6","1,114.2","-","-3.19%"
"2011년 09월 21일","1,166.8","1,203.6","1,206.3","1,166.2","-","-2.94%"
"2011년 09월 20일","1,202.1","1,204.5","1,220.4","1,201.3","-","-0.17%"
"2011년 09월 19일","1,204.1","1,215.0","1,215.0","1,188.4","-","-0.98%"
"2011년 09월 16일","1,216.0","1,209.2","1,220.1","1,204.5","-","0.57%"
"2011년 09월 15일","1,209.1","1,189.4","1,209.1","1,189.4","-","1.72%"
"2011년 09월 14일","1,188.7","1,173.3","1,202.4","1,162.7","-","1.35%"
"2011년 09월 13일","1,172.9","1,162.6","1,176.4","1,157.4","-","0.91%"
"2011년 09월 12일","1,162.3","1,153.5","1,162.5","1,136.1","-","0.70%"
"2011년 09월 09일","1,154.2","1,185.4","1,185.4","1,148.4","-","-2.67%"
"2011년 09월 08일","1,185.9","1,198.0","1,204.4","1,183.3","-","-1.06%"
"2011년 09월 07일","1,198.6","1,165.8","1,198.6","1,165.8","-","2.86%"
"2011년 09월 06일","1,165.2","1,174.0","1,174.0","1,140.1","-","-0.74%"
"2011년 09월 02일","1,174.0","1,203.9","1,203.9","1,170.6","-","-2.53%"
"2011년 09월 01일","1,204.4","1,219.1","1,229.3","1,203.8","-","-1.19%"
"2011년 08월 31일","1,218.9","1,213.0","1,230.7","1,209.3","-","0.49%"
"2011년 08월 30일","1,212.9","1,209.8","1,220.1","1,195.8","-","0.23%"
"2011년 08월 29일","1,210.1","1,177.9","1,210.3","1,177.9","-","2.83%"
"2011년 08월 26일","1,176.8","1,158.8","1,181.2","1,135.9","-","1.51%"
"2011년 08월 25일","1,159.3","1,176.7","1,190.7","1,155.5","-","-1.56%"
"2011년 08월 24일","1,177.6","1,162.2","1,178.6","1,156.3","-","1.31%"
"2011년 08월 23일","1,162.3","1,124.4","1,162.3","1,122.9","-","3.43%"
"2011년 08월 22일","1,123.8","1,123.6","1,145.5","1,121.1","-","0.03%"
"2011년 08월 19일","1,123.5","1,140.5","1,154.5","1,122.1","-","-1.50%"
"2011년 08월 18일","1,140.7","1,189.6","1,189.6","1,131.0","-","-4.46%"
"2011년 08월 17일","1,193.9","1,192.9","1,208.5","1,184.4","-","0.09%"
"2011년 08월 16일","1,192.8","1,204.2","1,204.2","1,180.5","-","-0.97%"
"2011년 08월 15일","1,204.5","1,178.9","1,204.5","1,178.9","-","2.18%"
"2011년 08월 12일","1,178.8","1,172.9","1,189.0","1,170.7","-","0.53%"
"2011년 08월 11일","1,172.6","1,121.3","1,186.3","1,121.3","-","4.63%"
"2011년 08월 10일","1,120.8","1,171.8","1,171.8","1,118.0","-","-4.42%"
"2011년 08월 09일","1,172.5","1,120.2","1,172.9","1,101.5","-","4.74%"
"2011년 08월 08일","1,119.5","1,198.5","1,198.5","1,119.3","-","-6.66%"
"2011년 08월 05일","1,199.4","1,200.3","1,218.1","1,168.1","-","-0.06%"
"2011년 08월 04일","1,200.1","1,260.2","1,260.2","1,199.5","-","-4.78%"
"2011년 08월 03일","1,260.3","1,254.3","1,261.2","1,234.6","-","0.50%"
"2011년 08월 02일","1,254.1","1,286.6","1,286.6","1,254.0","-","-2.56%"
"2011년 08월 01일","1,286.9","1,292.6","1,307.4","1,274.7","-","-0.41%"
"2011년 07월 29일","1,292.3","1,300.1","1,304.2","1,282.9","-","-0.65%"
"2011년 07월 28일","1,300.7","1,304.8","1,316.3","1,299.2","-","-0.32%"
"2011년 07월 27일","1,304.9","1,331.9","1,331.9","1,303.5","-","-2.03%"
"2011년 07월 26일","1,331.9","1,337.4","1,338.5","1,329.6","-","-0.41%"
"2011년 07월 25일","1,337.4","1,344.3","1,344.3","1,331.1","-","-0.56%"
"2011년 07월 22일","1,345.0","1,343.8","1,346.1","1,336.9","-","0.09%"
"2011년 07월 21일","1,343.8","1,325.7","1,347.0","1,325.7","-","1.35%"
"2011년 07월 20일","1,325.8","1,328.7","1,330.4","1,323.7","-","-0.07%"
"2011년 07월 19일","1,326.7","1,307.1","1,328.1","1,307.1","-","1.63%"
"2011년 07월 18일","1,305.4","1,315.9","1,315.9","1,295.9","-","-0.81%"
"2011년 07월 15일","1,316.1","1,308.9","1,317.7","1,307.5","-","0.56%"
"2011년 07월 14일","1,308.9","1,317.7","1,326.9","1,306.5","-","-0.67%"
"2011년 07월 13일","1,317.7","1,314.4","1,331.5","1,314.4","-","0.31%"
"2011년 07월 12일","1,313.6","1,319.6","1,327.2","1,313.3","-","-0.44%"
"2011년 07월 11일","1,319.5","1,343.3","1,343.3","1,316.4","-","-1.81%"
"2011년 07월 08일","1,343.8","1,352.4","1,352.4","1,333.7","-","-0.70%"
"2011년 07월 07일","1,353.2","1,339.6","1,356.5","1,339.6","-","1.05%"
"2011년 07월 06일","1,339.2","1,337.6","1,340.9","1,330.9","-","0.10%"
"2011년 07월 05일","1,337.9","1,339.6","1,340.9","1,334.3","-","-0.13%"
"2011년 07월 01일","1,339.7","1,320.6","1,341.0","1,318.2","-","1.44%"
"2011년 06월 30일","1,320.6","1,307.6","1,322.0","1,307.6","-","1.01%"
"2011년 06월 29일","1,307.4","1,296.8","1,309.2","1,296.8","-","0.83%"
"2011년 06월 28일","1,296.7","1,280.2","1,296.8","1,280.2","-","1.29%"
"2011년 06월 27일","1,280.1","1,268.4","1,284.9","1,267.5","-","0.92%"
"2011년 06월 24일","1,268.4","1,283.0","1,283.9","1,267.2","-","-1.17%"
"2011년 06월 23일","1,283.5","1,286.6","1,286.6","1,262.9","-","-0.28%"
"2011년 06월 22일","1,287.1","1,295.5","1,298.6","1,286.8","-","-0.65%"
"2011년 06월 21일","1,295.5","1,278.4","1,297.6","1,278.4","-","1.34%"
"2011년 06월 20일","1,278.4","1,271.5","1,280.4","1,267.6","-","0.54%"
"2011년 06월 17일","1,271.5","1,268.6","1,279.8","1,267.4","-","0.30%"
"2011년 06월 16일","1,267.6","1,265.5","1,274.1","1,258.1","-","0.18%"
"2011년 06월 15일","1,265.4","1,287.9","1,287.9","1,261.9","-","-1.74%"
"2011년 06월 14일","1,287.9","1,272.2","1,292.5","1,272.2","-","1.26%"
"2011년 06월 13일","1,271.8","1,271.3","1,277.0","1,265.6","-","0.07%"
"2011년 06월 10일","1,271.0","1,288.6","1,288.6","1,268.3","-","-1.40%"
"2011년 06월 09일","1,289.0","1,279.6","1,294.5","1,279.6","-","0.74%"
"2011년 06월 08일","1,279.6","1,284.6","1,287.0","1,277.4","-","-0.42%"
"2011년 06월 07일","1,284.9","1,286.3","1,296.2","1,284.7","-","-0.10%"
"2011년 06월 06일","1,286.2","1,300.3","1,300.3","1,284.7","-","-1.08%"
"2011년 06월 03일","1,300.2","1,312.9","1,312.9","1,297.9","-","-0.97%"
"2011년 06월 02일","1,312.9","1,314.6","1,318.0","1,305.6","-","-0.12%"
"2011년 06월 01일","1,314.6","1,345.2","1,345.2","1,313.7","-","-2.28%"
"2011년 05월 31일","1,345.2","1,331.1","1,345.2","1,331.1","-","1.06%"
"2011년 05월 27일","1,331.1","1,325.7","1,334.6","1,325.7","-","0.41%"
"2011년 05월 26일","1,325.7","1,320.6","1,328.5","1,314.4","-","0.40%"
"2011년 05월 25일","1,320.5","1,316.4","1,325.9","1,311.8","-","0.32%"
"2011년 05월 24일","1,316.3","1,317.7","1,323.7","1,313.9","-","-0.08%"
"2011년 05월 23일","1,317.4","1,333.1","1,333.1","1,312.9","-","-1.19%"
"2011년 05월 20일","1,333.3","1,342.0","1,342.0","1,330.7","-","-0.77%"
"2011년 05월 19일","1,343.6","1,342.4","1,346.8","1,336.4","-","0.22%"
"2011년 05월 18일","1,340.7","1,328.5","1,341.8","1,326.6","-","0.88%"
"2011년 05월 17일","1,329.0","1,326.1","1,330.4","1,318.5","-","-0.04%"
"2011년 05월 16일","1,329.5","1,334.8","1,343.3","1,327.3","-","-0.62%"
"2011년 05월 13일","1,337.8","1,348.7","1,350.5","1,333.4","-","-0.81%"
"2011년 05월 12일","1,348.7","1,339.4","1,351.1","1,332.0","-","0.49%"
"2011년 05월 11일","1,342.1","1,354.5","1,354.5","1,336.4","-","-1.11%"
"2011년 05월 10일","1,357.2","1,348.3","1,359.4","1,348.3","-","0.81%"
"2011년 05월 09일","1,346.3","1,340.2","1,349.4","1,338.6","-","0.45%"
"2011년 05월 06일","1,340.2","1,340.2","1,354.4","1,335.6","-","0.38%"
"2011년 05월 05일","1,335.1","1,344.2","1,348.0","1,329.2","-","-0.91%"
"2011년 05월 04일","1,347.3","1,355.9","1,355.9","1,341.5","-","-0.69%"
"2011년 05월 03일","1,356.6","1,359.8","1,360.8","1,349.5","-","-0.34%"
"2011년 05월 02일","1,361.2","1,365.2","1,370.6","1,358.6","-","-0.18%"
"2011년 04월 29일","1,363.6","1,360.1","1,364.6","1,358.7","-","0.23%"
"2011년 04월 28일","1,360.5","1,353.9","1,361.7","1,353.6","-","0.36%"
"2011년 04월 27일","1,355.7","1,348.4","1,357.5","1,344.3","-","0.62%"
"2011년 04월 26일","1,347.2","1,336.8","1,349.6","1,336.8","-","0.90%"
"2011년 04월 25일","1,335.3","1,337.1","1,337.6","1,331.5","-","-0.16%"
"2011년 04월 21일","1,337.4","1,333.2","1,337.5","1,332.8","-","0.53%"
"2011년 04월 20일","1,330.4","1,319.1","1,332.7","1,319.1","-","1.35%"
"2011년 04월 19일","1,312.6","1,306.0","1,312.7","1,304.0","-","0.57%"
"2011년 04월 18일","1,305.1","1,313.3","1,313.3","1,294.7","-","-1.10%"
"2011년 04월 15일","1,319.7","1,314.5","1,322.9","1,313.7","-","0.39%"
"2011년 04월 14일","1,314.5","1,311.1","1,316.8","1,302.4","-","0.01%"
"2011년 04월 13일","1,314.4","1,314.0","1,321.3","1,309.2","-","0.02%"
"2011년 04월 12일","1,314.2","1,322.0","1,322.0","1,309.5","-","-0.78%"
"2011년 04월 11일","1,324.5","1,329.0","1,333.8","1,321.1","-","-0.28%"
"2011년 04월 08일","1,328.2","1,336.2","1,339.5","1,322.9","-","-0.40%"
"2011년 04월 07일","1,333.5","1,334.8","1,338.8","1,326.6","-","-0.15%"
"2011년 04월 06일","1,335.5","1,335.9","1,339.4","1,331.1","-","0.22%"
"2011년 04월 05일","1,332.6","1,332.0","1,338.2","1,330.0","-","-0.02%"
"2011년 04월 04일","1,332.9","1,333.6","1,336.7","1,329.1","-","0.03%"
"2011년 04월 01일","1,332.4","1,329.5","1,337.8","1,328.9","-","0.50%"
"2011년 03월 31일","1,325.8","1,327.4","1,329.8","1,325.0","-","-0.18%"
"2011년 03월 30일","1,328.3","1,321.9","1,331.7","1,321.9","-","0.67%"
"2011년 03월 29일","1,319.4","1,309.4","1,319.4","1,305.3","-","0.71%"
"2011년 03월 28일","1,310.2","1,315.4","1,319.7","1,310.2","-","-0.27%"
"2011년 03월 25일","1,313.8","1,311.8","1,319.2","1,310.2","-","0.32%"
"2011년 03월 24일","1,309.7","1,300.6","1,311.3","1,297.7","-","0.93%"
"2011년 03월 23일","1,297.5","1,292.2","1,300.5","1,284.1","-","0.29%"
"2011년 03월 22일","1,293.8","1,298.3","1,299.3","1,292.7","-","-0.36%"
"2011년 03월 21일","1,298.4","1,281.7","1,300.6","1,281.7","-","1.50%"
"2011년 03월 18일","1,279.2","1,276.7","1,288.9","1,276.2","-","0.43%"
"2011년 03월 17일","1,273.7","1,261.6","1,278.9","1,261.6","-","1.34%"
"2011년 03월 16일","1,256.9","1,279.5","1,280.9","1,249.1","-","-1.95%"
"2011년 03월 15일","1,281.9","1,288.5","1,288.5","1,261.1","-","-1.12%"
"2011년 03월 14일","1,296.4","1,301.2","1,301.2","1,286.4","-","-0.60%"
"2011년 03월 11일","1,304.3","1,293.4","1,308.3","1,292.0","-","0.71%"
"2011년 03월 10일","1,295.1","1,315.7","1,315.7","1,294.2","-","-1.89%"
"2011년 03월 09일","1,320.0","1,319.9","1,323.2","1,312.3","-","-0.14%"
"2011년 03월 08일","1,321.8","1,311.1","1,325.7","1,306.9","-","0.89%"
"2011년 03월 07일","1,310.1","1,322.7","1,327.7","1,304.0","-","-0.83%"
"2011년 03월 04일","1,321.2","1,330.7","1,331.1","1,312.6","-","-0.74%"
"2011년 03월 03일","1,331.0","1,312.4","1,332.3","1,312.4","-","1.72%"
"2011년 03월 02일","1,308.4","1,305.5","1,314.2","1,302.6","-","0.16%"
"2011년 03월 01일","1,306.3","1,328.6","1,332.1","1,306.1","-","-1.57%"
"2011년 02월 28일","1,327.2","1,321.6","1,329.4","1,320.6","-","0.56%"
"2011년 02월 25일","1,319.9","1,307.3","1,320.6","1,307.3","-","1.06%"
"2011년 02월 24일","1,306.1","1,307.1","1,310.9","1,294.3","-","-0.10%"
"2011년 02월 23일","1,307.4","1,315.4","1,317.9","1,299.6","-","-0.61%"
"2011년 02월 22일","1,315.4","1,338.9","1,338.9","1,312.3","-","-2.05%"
"2011년 02월 18일","1,343.0","1,340.4","1,344.1","1,338.1","-","0.19%"
"2011년 02월 17일","1,340.4","1,334.4","1,341.5","1,331.0","-","0.31%"
"2011년 02월 16일","1,336.3","1,329.5","1,337.6","1,329.5","-","0.63%"
